I0,I1,I2,I3
43992.000000,39.000000,0.000000,0.000000
44031.000000,39.000000,0.000000,0.000000
44070.000000,39.000000,0.000000,0.000000
44109.000000,39.000000,0.000000,0.000000
44149.000000,40.000000,0.000000,0.000000
44188.000000,39.000000,0.000000,0.000000
44227.000000,39.000000,0.000000,0.000000
44266.000000,39.000000,0.000000,0.000000
44306.000000,39.000000,0.000000,0.000000
44345.000000,40.000000,0.000000,0.000000
44384.000000,39.000000,0.000000,0.000000
44424.000000,39.000000,0.000000,0.000000
44462.000000,39.000000,0.000000,0.000000
44502.000000,40.000000,0.000000,0.000000
44541.000000,39.000000,0.000000,0.000000
44580.000000,39.000000,0.000000,0.000000
44620.000000,39.000000,0.000000,0.000000
44658.000000,39.000000,0.000000,0.000000
44698.000000,40.000000,0.000000,0.000000
44737.000000,39.000000,0.000000,0.000000
44776.000000,39.000000,0.000000,0.000000
44816.000000,40.000000,0.000000,0.000000
44855.000000,39.000000,0.000000,0.000000
44894.000000,39.000000,0.000000,0.000000
44934.000000,39.000000,0.000000,0.000000
44973.000000,40.000000,0.000000,0.000000
45012.000000,39.000000,0.000000,0.000000
45052.000000,40.000000,0.000000,0.000000
45090.000000,38.000000,0.000000,0.000000
45130.000000,40.000000,0.000000,0.000000
45169.000000,39.000000,0.000000,0.000000
45208.000000,39.000000,0.000000,0.000000
45248.000000,40.000000,0.000000,0.000000
45287.000000,39.000000,0.000000,0.000000
45326.000000,39.000000,0.000000,0.000000
45365.000000,39.000000,0.000000,0.000000
45405.000000,40.000000,0.000000,0.000000
45444.000000,39.000000,0.000000,0.000000
45484.000000,39.000000,0.000000,0.000000
45523.000000,39.000000,0.000000,0.000000
45562.000000,40.000000,0.000000,0.000000
45601.000000,39.000000,0.000000,0.000000
45641.000000,40.000000,0.000000,0.000000
45680.000000,39.000000,0.000000,0.000000
45720.000000,39.000000,0.000000,0.000000
45758.000000,39.000000,0.000000,0.000000
45798.000000,40.000000,0.000000,0.000000
45837.000000,39.000000,0.000000,0.000000
45876.000000,39.000000,0.000000,0.000000
45916.000000,40.000000,0.000000,0.000000
45955.000000,39.000000,0.000000,0.000000
45994.000000,39.000000,0.000000,0.000000
46033.000000,39.000000,0.000000,0.000000
46073.000000,39.000000,0.000000,0.000000
46112.000000,40.000000,0.000000,0.000000
46151.000000,39.000000,0.000000,0.000000
46190.000000,39.000000,0.000000,0.000000
46229.000000,39.000000,0.000000,0.000000
46269.000000,40.000000,0.000000,0.000000
46308.000000,39.000000,0.000000,0.000000
46348.000000,39.000000,0.000000,0.000000
46386.000000,39.000000,0.000000,0.000000
46426.000000,40.000000,0.000000,0.000000
46465.000000,39.000000,0.000000,0.000000
46504.000000,39.000000,0.000000,0.000000
46544.000000,39.000000,0.000000,0.000000
46582.000000,39.000000,0.000000,0.000000
46622.000000,40.000000,0.000000,0.000000
46661.000000,39.000000,0.000000,0.000000
46700.000000,39.000000,0.000000,0.000000
46740.000000,40.000000,0.000000,0.000000
46779.000000,39.000000,0.000000,0.000000
46818.000000,39.000000,0.000000,0.000000
46857.000000,39.000000,0.000000,0.000000
46897.000000,40.000000,0.000000,0.000000
46936.000000,39.000000,0.000000,0.000000
46976.000000,40.000000,0.000000,0.000000
47014.000000,38.000000,0.000000,0.000000
47054.000000,40.000000,0.000000,0.000000
47093.000000,39.000000,0.000000,0.000000
47132.000000,39.000000,0.000000,0.000000
47172.000000,40.000000,0.000000,0.000000
47210.000000,38.000000,0.000000,0.000000
47250.000000,40.000000,0.000000,0.000000
47289.000000,39.000000,0.000000,0.000000
47328.000000,39.000000,0.000000,0.000000
47368.000000,40.000000,0.000000,0.000000
47407.000000,39.000000,0.000000,0.000000
47446.000000,39.000000,0.000000,0.000000
47485.000000,39.000000,0.000000,0.000000
47525.000000,40.000000,0.000000,0.000000
47564.000000,39.000000,0.000000,0.000000
47604.000000,39.000000,0.000000,0.000000
47642.000000,39.000000,0.000000,0.000000
47682.000000,39.000000,0.000000,0.000000
47721.000000,40.000000,0.000000,0.000000
47760.000000,39.000000,0.000000,0.000000
47800.000000,40.000000,0.000000,0.000000
47838.000000,38.000000,0.000000,0.000000
47878.000000,40.000000,0.000000,0.000000
47917.000000,39.000000,0.000000,0.000000
47956.000000,39.000000,0.000000,0.000000
47996.000000,40.000000,0.000000,0.000000
48035.000000,39.000000,0.000000,0.000000
48074.000000,39.000000,0.000000,0.000000
48115.000000,40.000000,0.000000,0.000000
48161.000000,47.000000,0.000000,0.000000
48213.000000,52.000000,0.000000,0.000000
48271.000000,57.000000,0.000000,0.000000
48332.000000,62.000000,0.000000,0.000000
48396.000000,63.000000,0.000000,0.000000
48462.000000,67.000000,0.000000,0.000000
48531.000000,69.000000,0.000000,0.000000
48602.000000,70.000000,0.000000,0.000000
48674.000000,72.000000,0.000000,0.000000
48747.000000,74.000000,0.000000,0.000000
48821.000000,74.000000,0.000000,0.000000
48896.000000,75.000000,0.000000,0.000000
48972.000000,76.000000,0.000000,0.000000
49049.000000,76.000000,0.000000,0.000000
49126.000000,78.000000,0.000000,0.000000
49204.000000,77.000000,0.000000,0.000000
49281.000000,78.000000,0.000000,0.000000
49360.000000,78.000000,0.000000,0.000000
49438.000000,78.000000,0.000000,0.000000
49516.000000,79.000000,0.000000,0.000000
49595.000000,79.000000,0.000000,0.000000
49674.000000,78.000000,0.000000,0.000000
49753.000000,79.000000,0.000000,0.000000
49832.000000,80.000000,0.000000,0.000000
49911.000000,78.000000,0.000000,0.000000
49990.000000,80.000000,0.000000,0.000000
50069.000000,79.000000,0.000000,0.000000
50149.000000,79.000000,0.000000,0.000000
50228.000000,80.000000,0.000000,0.000000
50308.000000,80.000000,0.000000,0.000000
50387.000000,78.000000,0.000000,0.000000
50466.000000,80.000000,0.000000,0.000000
50546.000000,80.000000,0.000000,0.000000
50625.000000,79.000000,0.000000,0.000000
50705.000000,80.000000,0.000000,0.000000
50784.000000,79.000000,0.000000,0.000000
50864.000000,80.000000,0.000000,0.000000
50944.000000,79.000000,0.000000,0.000000
51023.000000,79.000000,0.000000,0.000000
51102.000000,80.000000,0.000000,0.000000
51182.000000,80.000000,0.000000,0.000000
51262.000000,79.000000,0.000000,0.000000
51341.000000,80.000000,0.000000,0.000000
51421.000000,79.000000,0.000000,0.000000
51500.000000,80.000000,0.000000,0.000000
51580.000000,80.000000,0.000000,0.000000
51660.000000,79.000000,0.000000,0.000000
51739.000000,79.000000,0.000000,0.000000
51818.000000,80.000000,0.000000,0.000000
51898.000000,80.000000,0.000000,0.000000
51978.000000,79.000000,0.000000,0.000000
52057.000000,80.000000,0.000000,0.000000
52137.000000,79.000000,0.000000,0.000000
52216.000000,80.000000,0.000000,0.000000
52296.000000,80.000000,0.000000,0.000000
52376.000000,80.000000,0.000000,0.000000
52455.000000,79.000000,0.000000,0.000000
52535.000000,79.000000,0.000000,0.000000
52614.000000,80.000000,0.000000,0.000000
52694.000000,80.000000,0.000000,0.000000
52774.000000,79.000000,0.000000,0.000000
52853.000000,80.000000,0.000000,0.000000
52933.000000,80.000000,0.000000,0.000000
53012.000000,79.000000,0.000000,0.000000
53092.000000,80.000000,0.000000,0.000000
53172.000000,80.000000,0.000000,0.000000
53251.000000,79.000000,0.000000,0.000000
53331.000000,80.000000,0.000000,0.000000
53410.000000,79.000000,0.000000,0.000000
53490.000000,80.000000,0.000000,0.000000
53569.000000,79.000000,0.000000,0.000000
53649.000000,80.000000,0.000000,0.000000
53729.000000,79.000000,0.000000,0.000000
53808.000000,80.000000,0.000000,0.000000
53888.000000,80.000000,0.000000,0.000000
53968.000000,80.000000,0.000000,0.000000
54048.000000,79.000000,0.000000,0.000000
54127.000000,79.000000,0.000000,0.000000
54207.000000,80.000000,0.000000,0.000000
54286.000000,80.000000,0.000000,0.000000
54366.000000,80.000000,0.000000,0.000000
54445.000000,79.000000,0.000000,0.000000
54525.000000,80.000000,0.000000,0.000000
54605.000000,79.000000,0.000000,0.000000
54684.000000,80.000000,0.000000,0.000000
54764.000000,80.000000,0.000000,0.000000
54844.000000,80.000000,0.000000,0.000000
54924.000000,79.000000,0.000000,0.000000
55003.000000,80.000000,0.000000,0.000000
55082.000000,79.000000,0.000000,0.000000
55162.000000,80.000000,0.000000,0.000000
55242.000000,79.000000,0.000000,0.000000
55321.000000,80.000000,0.000000,0.000000
55401.000000,80.000000,0.000000,0.000000
55481.000000,80.000000,0.000000,0.000000
55560.000000,79.000000,0.000000,0.000000
55640.000000,80.000000,0.000000,0.000000
55720.000000,80.000000,0.000000,0.000000
55800.000000,79.000000,0.000000,0.000000
55879.000000,80.000000,0.000000,0.000000
55958.000000,79.000000,0.000000,0.000000
56038.000000,80.000000,0.000000,0.000000
56118.000000,80.000000,0.000000,0.000000
56198.000000,79.000000,0.000000,0.000000
56277.000000,80.000000,0.000000,0.000000
56357.000000,80.000000,0.000000,0.000000
56436.000000,79.000000,0.000000,0.000000
56516.000000,80.000000,0.000000,0.000000
56596.000000,80.000000,0.000000,0.000000
56676.000000,80.000000,0.000000,0.000000
56756.000000,80.000000,0.000000,0.000000
56835.000000,78.000000,0.000000,0.000000
56915.000000,80.000000,0.000000,0.000000
56994.000000,80.000000,0.000000,0.000000
57074.000000,80.000000,0.000000,0.000000
57154.000000,79.000000,0.000000,0.000000
57234.000000,80.000000,0.000000,0.000000
57313.000000,80.000000,0.000000,0.000000
57393.000000,80.000000,0.000000,0.000000
57472.000000,79.000000,0.000000,0.000000
57552.000000,80.000000,0.000000,0.000000
57632.000000,80.000000,0.000000,0.000000
57712.000000,79.000000,0.000000,0.000000
57792.000000,80.000000,0.000000,0.000000
57871.000000,79.000000,0.000000,0.000000
57951.000000,80.000000,0.000000,0.000000
58030.000000,80.000000,0.000000,0.000000
58110.000000,80.000000,0.000000,0.000000
58190.000000,80.000000,0.000000,0.000000
58270.000000,79.000000,0.000000,0.000000
58349.000000,80.000000,0.000000,0.000000
58429.000000,80.000000,0.000000,0.000000
58509.000000,79.000000,0.000000,0.000000
58588.000000,80.000000,0.000000,0.000000
58668.000000,80.000000,0.000000,0.000000
58748.000000,79.000000,0.000000,0.000000
58828.000000,80.000000,0.000000,0.000000
58907.000000,79.000000,0.000000,0.000000
58987.000000,80.000000,0.000000,0.000000
59066.000000,80.000000,0.000000,0.000000
59146.000000,80.000000,0.000000,0.000000
59226.000000,79.000000,0.000000,0.000000
59305.000000,80.000000,0.000000,0.000000
59385.000000,80.000000,0.000000,0.000000
59465.000000,79.000000,0.000000,0.000000
59544.000000,80.000000,0.000000,0.000000
59624.000000,80.000000,0.000000,0.000000
59704.000000,80.000000,0.000000,0.000000
59784.000000,79.000000,0.000000,0.000000
59863.000000,80.000000,0.000000,0.000000
59943.000000,79.000000,0.000000,0.000000
60022.000000,80.000000,0.000000,0.000000
60102.000000,80.000000,0.000000,0.000000
60182.000000,80.000000,0.000000,0.000000
60262.000000,79.000000,0.000000,0.000000
60341.000000,80.000000,0.000000,0.000000
60421.000000,80.000000,0.000000,0.000000
60501.000000,79.000000,0.000000,0.000000
60580.000000,80.000000,0.000000,0.000000
60660.000000,80.000000,0.000000,0.000000
60740.000000,80.000000,0.000000,0.000000
60820.000000,79.000000,0.000000,0.000000
60899.000000,80.000000,0.000000,0.000000
60979.000000,80.000000,0.000000,0.000000
61058.000000,79.000000,0.000000,0.000000
61138.000000,80.000000,0.000000,0.000000
61218.000000,80.000000,0.000000,0.000000
61298.000000,79.000000,0.000000,0.000000
61377.000000,80.000000,0.000000,0.000000
61457.000000,80.000000,0.000000,0.000000
61536.000000,79.000000,0.000000,0.000000
61616.000000,80.000000,0.000000,0.000000
61696.000000,80.000000,0.000000,0.000000
61776.000000,80.000000,0.000000,0.000000
61856.000000,79.000000,0.000000,0.000000
61935.000000,79.000000,0.000000,0.000000
62015.000000,80.000000,0.000000,0.000000
62094.000000,80.000000,0.000000,0.000000
62174.000000,80.000000,0.000000,0.000000
62254.000000,79.000000,0.000000,0.000000
62334.000000,80.000000,0.000000,0.000000
62413.000000,80.000000,0.000000,0.000000
62493.000000,80.000000,0.000000,0.000000
62572.000000,79.000000,0.000000,0.000000
62652.000000,80.000000,0.000000,0.000000
62732.000000,80.000000,0.000000,0.000000
62812.000000,80.000000,0.000000,0.000000
62892.000000,80.000000,0.000000,0.000000
62971.000000,79.000000,0.000000,0.000000
63051.000000,80.000000,0.000000,0.000000
63130.000000,79.000000,0.000000,0.000000
63210.000000,80.000000,0.000000,0.000000
63290.000000,80.000000,0.000000,0.000000
63370.000000,80.000000,0.000000,0.000000
63449.000000,79.000000,0.000000,0.000000
63529.000000,80.000000,0.000000,0.000000
63609.000000,80.000000,0.000000,0.000000
63689.000000,79.000000,0.000000,0.000000
